,Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load,Storey
511,71,710.5,269.5,220.5,West,25,Westward,12.27,14.97,1
512,69,735.0,294.0,220.5,North,25,Westward,12.47,15.14,1
513,69,735.0,294.0,220.5,East,25,Westward,12.12,14.97,1
514,69,735.0,294.0,220.5,South,25,Westward,12.18,15.22,1
515,69,735.0,294.0,220.5,West,25,Westward,12.47,14.6,1
516,66,759.5,318.5,220.5,North,25,Westward,12.93,15.83,1
517,66,759.5,318.5,220.5,East,25,Westward,12.82,16.03,1
518,66,759.5,318.5,220.5,South,25,Westward,12.78,15.8,1
519,66,759.5,318.5,220.5,West,25,Westward,13.02,16.06,1
520,64,784.0,343.0,220.5,North,25,Westward,16.73,20.13,1
521,64,784.0,343.0,220.5,East,25,Westward,16.86,20.01,1
522,64,784.0,343.0,220.5,South,25,Westward,16.76,20.19,1
523,64,784.0,343.0,220.5,West,25,Westward,16.92,20.29,1
524,62,808.5,367.5,220.5,North,25,Westward,13.68,15.19,1
525,62,808.5,367.5,220.5,East,25,Westward,13.99,14.61,1
526,62,808.5,367.5,220.5,South,25,Westward,14.16,14.61,1
527,62,808.5,367.5,220.5,West,25,Westward,13.86,14.75,1
528,98,514.5,294.0,110.25,North,40,Uniform,32.26,33.37,2
529,98,514.5,294.0,110.25,East,40,Uniform,32.26,33.34,2
530,98,514.5,294.0,110.25,South,40,Uniform,32.49,32.83,2
531,98,514.5,294.0,110.25,West,40,Uniform,32.53,33.04,2
532,90,563.5,318.5,122.5,North,40,Uniform,36.47,39.28,2
533,90,563.5,318.5,122.5,East,40,Uniform,37.24,36.38,2
534,90,563.5,318.5,122.5,South,40,Uniform,36.66,35.92,2
535,90,563.5,318.5,122.5,West,40,Uniform,35.96,40.99,2
536,86,588.0,294.0,147.0,North,40,Uniform,31.89,35.99,2
537,86,588.0,294.0,147.0,East,40,Uniform,32.39,30.66,2
538,86,588.0,294.0,147.0,South,40,Uniform,32.09,31.7,2
539,86,588.0,294.0,147.0,West,40,Uniform,31.29,36.73,2
540,82,612.5,318.5,147.0,North,40,Uniform,29.22,31.71,2
541,82,612.5,318.5,147.0,East,40,Uniform,29.91,29.13,2
542,82,612.5,318.5,147.0,South,40,Uniform,29.53,28.99,2
543,82,612.5,318.5,147.0,West,40,Uniform,28.65,33.54,2
544,79,637.0,343.0,147.0,North,40,Uniform,41.4,45.29,2
545,79,637.0,343.0,147.0,East,40,Uniform,42.62,39.07,2
546,79,637.0,343.0,147.0,South,40,Uniform,42.5,38.35,2
547,79,637.0,343.0,147.0,West,40,Uniform,41.67,46.94,2
548,76,661.5,416.5,122.5,North,40,Uniform,40.78,39.55,2
549,76,661.5,416.5,122.5,East,40,Uniform,39.97,40.85,2
550,76,661.5,416.5,122.5,South,40,Uniform,40.71,40.63,2
551,76,661.5,416.5,122.5,West,40,Uniform,40.43,39.48,2
552,74,686.0,245.0,220.5,North,40,Uniform,14.52,16.94,1
553,74,686.0,245.0,220.5,East,40,Uniform,14.61,17.25,1
554,74,686.0,245.0,220.5,South,40,Uniform,14.5,17.03,1
555,74,686.0,245.0,220.5,West,40,Uniform,14.55,17.25,1
556,71,710.5,269.5,220.5,North,40,Uniform,14.51,17.1,1
557,71,710.5,269.5,220.5,East,40,Uniform,14.6,17.51,1
558,71,710.5,269.5,220.5,South,40,Uniform,14.5,17.12,1
559,71,710.5,269.5,220.5,West,40,Uniform,14.58,17.47,1
560,69,735.0,294.0,220.5,North,40,Uniform,14.51,16.5,1
561,69,735.0,294.0,220.5,East,40,Uniform,14.7,17.0,1
562,69,735.0,294.0,220.5,South,40,Uniform,14.42,16.87,1
563,69,735.0,294.0,220.5,West,40,Uniform,14.42,17.2,1
564,66,759.5,318.5,220.5,North,40,Uniform,15.23,18.14,1
565,66,759.5,318.5,220.5,East,40,Uniform,15.23,18.03,1
566,66,759.5,318.5,220.5,South,40,Uniform,15.23,18.14,1
567,66,759.5,318.5,220.5,West,40,Uniform,15.23,17.95,1
568,64,784.0,343.0,220.5,North,40,Uniform,19.52,22.72,1
569,64,784.0,343.0,220.5,East,40,Uniform,19.36,22.73,1
570,64,784.0,343.0,220.5,South,40,Uniform,19.48,22.72,1
571,64,784.0,343.0,220.5,West,40,Uniform,19.42,22.53,1
572,62,808.5,367.5,220.5,North,40,Uniform,15.09,17.2,1
573,62,808.5,367.5,220.5,East,40,Uniform,17.17,17.21,1
574,62,808.5,367.5,220.5,South,40,Uniform,17.14,17.15,1
575,62,808.5,367.5,220.5,West,40,Uniform,17.14,17.2,1
576,98,514.5,294.0,110.25,North,40,Northward,32.82,32.96,2
577,98,514.5,294.0,110.25,East,40,Northward,32.71,33.13,2
578,98,514.5,294.0,110.25,South,40,Northward,32.24,33.94,2
579,98,514.5,294.0,110.25,West,40,Northward,32.72,33.78,2
580,90,563.5,318.5,122.5,North,40,Northward,35.84,38.35,2
581,90,563.5,318.5,122.5,East,40,Northward,36.57,35.39,2
582,90,563.5,318.5,122.5,South,40,Northward,36.06,34.94,2
583,90,563.5,318.5,122.5,West,40,Northward,35.69,40.66,2
584,86,588.0,294.0,147.0,North,40,Northward,32.48,35.48,2
585,86,588.0,294.0,147.0,East,40,Northward,32.74,30.53,2
586,86,588.0,294.0,147.0,South,40,Northward,32.13,32.28,2
587,86,588.0,294.0,147.0,West,40,Northward,31.64,36.86,2
588,82,612.5,318.5,147.0,North,40,Northward,28.95,30.34,2
589,82,612.5,318.5,147.0,East,40,Northward,29.49,27.93,2
590,82,612.5,318.5,147.0,South,40,Northward,28.64,28.95,2
591,82,612.5,318.5,147.0,West,40,Northward,28.01,32.92,2
592,79,637.0,343.0,147.0,North,40,Northward,41.64,45.59,2
593,79,637.0,343.0,147.0,East,40,Northward,43.1,39.41,2
594,79,637.0,343.0,147.0,South,40,Northward,42.74,38.84,2
595,79,637.0,343.0,147.0,West,40,Northward,41.92,48.03,2
596,76,661.5,416.5,122.5,North,40,Northward,40.78,39.48,2
597,76,661.5,416.5,122.5,East,40,Northward,40.15,40.4,2
598,76,661.5,416.5,122.5,South,40,Northward,40.57,40.47,2
599,76,661.5,416.5,122.5,West,40,Northward,40.42,39.7,2
600,74,686.0,245.0,220.5,North,40,Northward,14.54,16.43,1
601,74,686.0,245.0,220.5,East,40,Northward,14.45,16.93,1
602,74,686.0,245.0,220.5,South,40,Northward,14.18,16.99,1
603,74,686.0,245.0,220.5,West,40,Northward,14.5,17.03,1
604,71,710.5,269.5,220.5,North,40,Northward,14.7,16.77,1
605,71,710.5,269.5,220.5,East,40,Northward,14.66,17.37,1
606,71,710.5,269.5,220.5,South,40,Northward,14.4,17.27,1
607,71,710.5,269.5,220.5,West,40,Northward,14.71,17.51,1
608,69,735.0,294.0,220.5,North,40,Northward,14.75,16.44,1
609,69,735.0,294.0,220.5,East,40,Northward,14.71,17.01,1
610,69,735.0,294.0,220.5,South,40,Northward,14.33,17.23,1
611,69,735.0,294.0,220.5,West,40,Northward,14.62,17.22,1
612,66,759.5,318.5,220.5,North,40,Northward,15.34,17.85,1
613,66,759.5,318.5,220.5,East,40,Northward,15.29,17.89,1
614,66,759.5,318.5,220.5,South,40,Northward,15.09,18.36,1
615,66,759.5,318.5,220.5,West,40,Northward,15.3,18.15,1
616,64,784.0,343.0,220.5,North,40,Northward,19.2,21.72,1
617,64,784.0,343.0,220.5,East,40,Northward,18.88,22.07,1
618,64,784.0,343.0,220.5,South,40,Northward,18.9,22.09,1
619,64,784.0,343.0,220.5,West,40,Northward,19.12,21.93,1
620,62,808.5,367.5,220.5,North,40,Northward,16.76,17.36,1
621,62,808.5,367.5,220.5,East,40,Northward,17.23,17.38,1
622,62,808.5,367.5,220.5,South,40,Northward,17.26,16.86,1
623,62,808.5,367.5,220.5,West,40,Northward,17.15,16.99,1
624,98,514.5,294.0,110.25,North,40,Eastward,32.82,32.78,2
625,98,514.5,294.0,110.25,East,40,Eastward,32.69,33.24,2
626,98,514.5,294.0,110.25,South,40,Eastward,32.23,33.86,2
627,98,514.5,294.0,110.25,West,40,Eastward,32.75,34.0,2
628,90,563.5,318.5,122.5,North,40,Eastward,34.24,37.26,2
629,90,563.5,318.5,122.5,East,40,Eastward,34.95,35.04,2
630,90,563.5,318.5,122.5,South,40,Eastward,35.05,33.82,2
631,90,563.5,318.5,122.5,West,40,Eastward,34.29,33.31,2
632,86,588.0,294.0,147.0,North,40,Eastward,31.28,35.22,2
633,86,588.0,294.0,147.0,East,40,Eastward,32.12,34.7,2
634,86,588.0,294.0,147.0,South,40,Eastward,32.05,30.11,2
635,86,588.0,294.0,147.0,West,40,Eastward,31.84,31.6,2
636,82,612.5,318.5,147.0,North,40,Eastward,28.67,32.43,2
637,82,612.5,318.5,147.0,East,40,Eastward,29.67,30.65,2
638,82,612.5,318.5,147.0,South,40,Eastward,29.47,29.77,2
639,82,612.5,318.5,147.0,West,40,Eastward,28.91,29.64,2
640,79,637.0,343.0,147.0,North,40,Eastward,41.26,46.44,2
641,79,637.0,343.0,147.0,East,40,Eastward,41.3,44.18,2
642,79,637.0,343.0,147.0,South,40,Eastward,42.49,38.81,2
643,79,637.0,343.0,147.0,West,40,Eastward,42.08,38.23,2
644,76,661.5,416.5,122.5,North,40,Eastward,39.32,38.17,2
645,76,661.5,416.5,122.5,East,40,Eastward,39.84,38.48,2
646,76,661.5,416.5,122.5,South,40,Eastward,38.89,39.66,2
647,76,661.5,416.5,122.5,West,40,Eastward,39.68,40.1,2
648,74,686.0,245.0,220.5,North,40,Eastward,13.97,16.08,1
649,74,686.0,245.0,220.5,East,40,Eastward,14.22,15.39,1
650,74,686.0,245.0,220.5,South,40,Eastward,14.1,16.57,1
651,74,686.0,245.0,220.5,West,40,Eastward,13.78,16.6,1
652,71,710.5,269.5,220.5,North,40,Eastward,14.07,16.11,1
653,71,710.5,269.5,220.5,East,40,Eastward,14.03,15.47,1
654,71,710.5,269.5,220.5,South,40,Eastward,13.94,16.7,1
655,71,710.5,269.5,220.5,West,40,Eastward,13.86,16.1,1
656,69,735.0,294.0,220.5,North,40,Eastward,14.32,16.35,1
657,69,735.0,294.0,220.5,East,40,Eastward,14.56,15.84,1
658,69,735.0,294.0,220.5,South,40,Eastward,14.33,16.99,1
659,69,735.0,294.0,220.5,West,40,Eastward,14.08,17.02,1
660,66,759.5,318.5,220.5,North,40,Eastward,15.16,17.04,1
661,66,759.5,318.5,220.5,East,40,Eastward,15.18,17.63,1
662,66,759.5,318.5,220.5,South,40,Eastward,14.72,18.1,1
663,66,759.5,318.5,220.5,West,40,Eastward,14.9,18.22,1
664,64,784.0,343.0,220.5,North,40,Eastward,18.48,20.78,1
665,64,784.0,343.0,220.5,East,40,Eastward,18.71,20.72,1
666,64,784.0,343.0,220.5,South,40,Eastward,18.48,21.54,1
667,64,784.0,343.0,220.5,West,40,Eastward,18.46,21.53,1
668,62,808.5,367.5,220.5,North,40,Eastward,16.47,16.9,1
669,62,808.5,367.5,220.5,East,40,Eastward,16.35,17.14,1
670,62,808.5,367.5,220.5,South,40,Eastward,16.55,16.56,1
671,62,808.5,367.5,220.5,West,40,Eastward,16.74,16.0,1
672,98,514.5,294.0,110.25,North,40,Southward,32.85,32.95,2
673,98,514.5,294.0,110.25,East,40,Southward,32.67,33.06,2
674,98,514.5,294.0,110.25,South,40,Southward,32.21,33.95,2
675,98,514.5,294.0,110.25,West,40,Southward,32.74,33.88,2
676,90,563.5,318.5,122.5,North,40,Southward,36.45,33.98,2
677,90,563.5,318.5,122.5,East,40,Southward,35.73,39.92,2
678,90,563.5,318.5,122.5,South,40,Southward,35.4,39.22,2
679,90,563.5,318.5,122.5,West,40,Southward,36.57,36.1,2
680,86,588.0,294.0,147.0,North,40,Southward,32.38,31.53,2
681,86,588.0,294.0,147.0,East,40,Southward,31.66,36.2,2
682,86,588.0,294.0,147.0,South,40,Southward,32.15,36.21,2
683,86,588.0,294.0,147.0,West,40,Southward,32.75,31.0,2
684,82,612.5,318.5,147.0,North,40,Southward,28.93,28.2,2
685,82,612.5,318.5,147.0,East,40,Southward,28.05,32.35,2
686,82,612.5,318.5,147.0,South,40,Southward,28.64,31.14,2
687,82,612.5,318.5,147.0,West,40,Southward,29.52,28.43,2
688,79,637.0,343.0,147.0,North,40,Southward,42.77,38.33,2
689,79,637.0,343.0,147.0,East,40,Southward,41.73,47.59,2
690,79,637.0,343.0,147.0,South,40,Southward,41.32,46.23,2
691,79,637.0,343.0,147.0,West,40,Southward,42.96,39.56,2
692,76,661.5,416.5,122.5,North,40,Southward,40.68,40.36,2
693,76,661.5,416.5,122.5,East,40,Southward,40.4,39.67,2
694,76,661.5,416.5,122.5,South,40,Southward,40.6,39.85,2
695,76,661.5,416.5,122.5,West,40,Southward,40.11,40.77,2
696,74,686.0,245.0,220.5,North,40,Southward,14.37,16.61,1
697,74,686.0,245.0,220.5,East,40,Southward,14.48,16.74,1
698,74,686.0,245.0,220.5,South,40,Southward,14.32,16.9,1
699,74,686.0,245.0,220.5,West,40,Southward,14.44,17.32,1
700,71,710.5,269.5,220.5,North,40,Southward,14.6,16.85,1
701,71,710.5,269.5,220.5,East,40,Southward,14.7,17.2,1
702,71,710.5,269.5,220.5,South,40,Southward,14.47,17.23,1
703,71,710.5,269.5,220.5,West,40,Southward,14.66,17.74,1
704,69,735.0,294.0,220.5,North,40,Southward,14.54,16.81,1
705,69,735.0,294.0,220.5,East,40,Southward,14.62,16.88,1
706,69,735.0,294.0,220.5,South,40,Southward,14.53,16.9,1
707,69,735.0,294.0,220.5,West,40,Southward,14.71,17.39,1
708,66,759.5,318.5,220.5,North,40,Southward,15.34,17.86,1
709,66,759.5,318.5,220.5,East,40,Southward,15.29,17.82,1
710,66,759.5,318.5,220.5,South,40,Southward,15.09,18.36,1
711,66,759.5,318.5,220.5,West,40,Southward,15.3,18.24,1
712,64,784.0,343.0,220.5,North,40,Southward,19.06,21.68,1
713,64,784.0,343.0,220.5,East,40,Southward,19.13,21.54,1
714,64,784.0,343.0,220.5,South,40,Southward,19.0,22.25,1
715,64,784.0,343.0,220.5,West,40,Southward,18.84,22.49,1
716,62,808.5,367.5,220.5,North,40,Southward,16.44,17.1,1
717,62,808.5,367.5,220.5,East,40,Southward,16.9,16.79,1
718,62,808.5,367.5,220.5,South,40,Southward,16.94,16.58,1
719,62,808.5,367.5,220.5,West,40,Southward,16.77,16.79,1
720,98,514.5,294.0,110.25,North,40,Westward,32.84,32.88,2
721,98,514.5,294.0,110.25,East,40,Westward,32.72,33.23,2
722,98,514.5,294.0,110.25,South,40,Westward,32.21,33.76,2
723,98,514.5,294.0,110.25,West,40,Westward,32.73,34.01,2
724,90,563.5,318.5,122.5,North,40,Westward,35.67,33.94,2
725,90,563.5,318.5,122.5,East,40,Westward,35.01,33.14,2
726,90,563.5,318.5,122.5,South,40,Westward,34.72,38.79,2
727,90,563.5,318.5,122.5,West,40,Westward,35.24,37.27,2
728,86,588.0,294.0,147.0,North,40,Westward,32.31,29.69,2
729,86,588.0,294.0,147.0,East,40,Westward,31.81,31.2,2
730,86,588.0,294.0,147.0,South,40,Westward,31.12,36.26,2
731,86,588.0,294.0,147.0,West,40,Westward,32.06,35.71,2
732,82,612.5,318.5,147.0,North,40,Westward,30.0,29.93,2
733,82,612.5,318.5,147.0,East,40,Westward,29.5,29.56,2
734,82,612.5,318.5,147.0,South,40,Westward,29.06,33.84,2
735,82,612.5,318.5,147.0,West,40,Westward,29.92,32.54,2
736,79,637.0,343.0,147.0,North,40,Westward,42.11,38.56,2
737,79,637.0,343.0,147.0,East,40,Westward,41.96,37.7,2
738,79,637.0,343.0,147.0,South,40,Westward,41.09,47.01,2
739,79,637.0,343.0,147.0,West,40,Westward,40.79,44.87,2
740,76,661.5,416.5,122.5,North,40,Westward,38.82,39.37,2
741,76,661.5,416.5,122.5,East,40,Westward,39.72,39.8,2
742,76,661.5,416.5,122.5,South,40,Westward,39.31,37.79,2
743,76,661.5,416.5,122.5,West,40,Westward,39.86,38.18,2
744,74,686.0,245.0,220.5,North,40,Westward,14.41,16.69,1
745,74,686.0,245.0,220.5,East,40,Westward,14.19,16.62,1
746,74,686.0,245.0,220.5,South,40,Westward,14.17,16.94,1
747,74,686.0,245.0,220.5,West,40,Westward,14.39,16.7,1
748,71,710.5,269.5,220.5,North,40,Westward,12.43,15.59,1
749,71,710.5,269.5,220.5,East,40,Westward,12.63,14.58,1
750,71,710.5,269.5,220.5,South,40,Westward,12.76,15.33,1
751,71,710.5,269.5,220.5,West,40,Westward,12.42,15.31,1
752,69,735.0,294.0,220.5,North,40,Westward,14.12,16.63,1
753,69,735.0,294.0,220.5,East,40,Westward,14.28,15.87,1
754,69,735.0,294.0,220.5,South,40,Westward,14.37,16.54,1
755,69,735.0,294.0,220.5,West,40,Westward,14.21,16.74,1
756,66,759.5,318.5,220.5,North,40,Westward,14.96,17.64,1
757,66,759.5,318.5,220.5,East,40,Westward,14.92,17.79,1
758,66,759.5,318.5,220.5,South,40,Westward,14.92,17.55,1
759,66,759.5,318.5,220.5,West,40,Westward,15.16,18.06,1
760,64,784.0,343.0,220.5,North,40,Westward,17.69,20.82,1
761,64,784.0,343.0,220.5,East,40,Westward,18.19,20.21,1
762,64,784.0,343.0,220.5,South,40,Westward,18.16,20.71,1
763,64,784.0,343.0,220.5,West,40,Westward,17.88,21.4,1
764,62,808.5,367.5,220.5,North,40,Westward,16.54,16.88,1
765,62,808.5,367.5,220.5,East,40,Westward,16.44,17.11,1
766,62,808.5,367.5,220.5,South,40,Westward,16.48,16.61,1
767,62,808.5,367.5,220.5,West,40,Westward,16.64,16.03,1
